,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,Country,Country coordinates,Location_Status
855,864,06/09/1946,1946,13:15,"Abeokuta, Nigeria",Military -Royal Air Force,Kano - Ikeja,Douglas C-47 Dakota,Douglas,KG747,25291,18.0,12.0,6.0,18,12.0,6.0,0.0,"Flying low to avoid poor weather, the aircraft crashed while en route from Kano to Ikeja.","(7.146737, 3.371416)",7.146737,3.371416,Nigeria,Nigeria,correct location
856,865,06/29/1946,1946,,Malaya,Military - Royal Air Force,,Douglas C-47B,Douglas,KJ918,14641/26086,18.0,,,18,,,0.0,Disappeared.,"(-2.98333, 33.51667)",-2.98333,33.51667,Malaya,Tanzania,not correct location
857,866,06/29/1946,1946,,"Pau, France",Air France,,Junkers Ju-52/3m,Junkers,F-BAJS,AAC020,3.0,0.0,3.0,2,0.0,2.0,0.0,The cargo  plane struck power lines and crashed while attempting to take off.,"(43.312063, -0.352943)",43.312063,-0.352943,France,France,correct location
858,867,07/09/1946,1946,20:10,"Holyoke, Massachusetts",Military - U.S. Army Air Forces,,Boeing B17G,Boeing,43-39136,,25.0,21.0,4.0,25,21.0,4.0,0.0,Struck a slope on Mt. Tom during an approach to land at Westover Field.,"(42.202392, -72.645284)",42.202392,-72.645284,United States,United States,correct location
859,868,07/11/1946,1946,,"Reading, Pennsylvania",Trans Continental and Western Air,Training flight,Lockheed L-049 Constellation,Lockheed,NC86513,2040,6.0,0.0,6.0,5,0.0,5.0,0.0,"The flight crashed due to an in-flight fire caused by failure of a generator lead-through stud installation in the baggage compartment causing intense heat due to electrical arching, ignition of fuselage insulation and  creation of smoke rendering the crew incapable of controlling the aircraft. The plane crashed into powerlines and trees and burst into flames. The accident led to a 30-day grounding of all L-049s. The plane was named Star of Lisbon. Training flight.","(51.45293, -0.982898)",51.45293,-0.982898,United States,United Kingdom,not correct location
860,869,07/13/1946,1946,,"Tsinan, China",Central Air Transport,,Curtiss C-46,Curtiss,,,49.0,47.0,2.0,13,11.0,2.0,0.0,The aircraft crashed 1 mile from the airfield shortly after takeoff due to engine failure.,"(22.378941, 114.107141)",22.378941,114.107141,China,China,correct location
861,870,07/17/1946,1946,,"Cuenca, Ecuador",ANDESA,Guayaquil - Cuenca,Curtiss C-46D-10-CU,Curtiss,HC-SCA,32982,30.0,27.0,3.0,30,27.0,3.0,0.0,Overshot the runway. The pilot was unable to regain altitude and the plane crashed into a hill and burst into flames.,"(40.068426, -2.137)",40.068426,-2.137,Ecuador,Spain,not correct location
862,871,07/18/1946,1946,21:10,"Goodland, Kansas",Military - U.S. Army Air Corps,Topeka - Denver,Douglas C-47,Douglas,,,13.0,10.0,3.0,13,10.0,3.0,0.0,Crashed into a field during a thunder and lightning storm.,"(39.346049, -101.709343)",39.346049,-101.709343,United States,United States,correct location
863,872,07/20/1946,1946,12:15,the Panama coast,Military -  (2) U.S. Army Air Forces,,Boeing B-17G / Boeing B-17G,Boeing,4485624/4485626,,20.0,,,20,,,0.0,"The two aircraft collided in midair, 20 miles north of the Panamanian island of Coiba while searching for a missing plane. Ten died aboard each aircraft.","(8.974312, -79.516333)",8.974312,-79.516333,the Panama coast,Panama,not correct location
864,873,07/25/1946,1946,,"Bassein, Burma",Military -Royal Air Force,,Douglas C-47 Dakota,Douglas,KN585,33219,22.0,18.0,4.0,22,18.0,4.0,0.0,Crashed into a swamp soon after taking off after suffering structural failure of the left wing in adverse weather conditions.,"(58.145568, 26.976011)",58.145568,26.976011,Burma,Estonia,not correct location
866,875,08/07/1946,1946,,"Oslo, Norway",British European Airways,Northolt - Oslo,Douglas C-47A-10-DK,Douglas,G-AHCS,12348,16.0,11.0,5.0,3,0.0,3.0,0.0,"Flew into trees on Mistberget mountain at 2,000ft. while on approach to Oslo. Pilot error. Descended too early.  Inexperience in radio range flying and inadequate equipment.","(59.974453, 10.735045)",59.974453,10.735045,Norway,Norway,correct location
867,876,08/09/1946,1946,,"Lakehurst, New Jersey",Atlantic Central Airlines,Atlantic City - Newark,Lockheed 18-56 Lodestar,Lockheed,,,6.0,4.0,2.0,4,2.0,2.0,0.0,Crashed and burned while attempting to glide in for an emergency landing at Lakhurst Field.,"(40.013336, -74.321473)",40.013336,-74.321473,United States,United States,correct location
868,877,08/14/1946,1946,,"Malta-Luqa, Malta",BOAC,,Douglas C-47A,Douglas,G-AGHT,10103,5.0,0.0,5.0,1,0.0,1.0,0.0,"The port engine and, later, the starboard engine failed as the result of fuel starvation. Circumstantial evidence suggests strongly that this was caused by the inadvertent selection of the auxiliary fuel tanks which at that time contained only a small amount of fuel.","(35.860914, 14.48879)",35.860914,14.48879,Malta,Malta,correct location
869,878,08/20/1946,1946,06:15,"Rouen, France",British Overseas Airways,Palestine - London,Avro 691 Lancastrian 1,Avro,G-AGMF,1186,9.0,0.0,9.0,8,0.0,8.0,0.0,Descended through clouds and crashed. Premature descent by the crew without establishing their position.  Training flight.,"(49.439185, 1.092472)",49.439185,1.092472,France,France,correct location
870,879,08/21/1946,1946,04:19,"Moline, Illinois",Trans Luxury Airlines,Teterboro - Chicago - San Francisco,Douglas C-47-DL,Douglas,N51878,4542,25.0,22.0,3.0,2,0.0,2.0,0.0,"While the aircraft was flying near Moline, the No. 1 engine failed. The prop was feathered and a descent initiated for an emergency landing.The aircraft overshot the landing and a  go-around was executed. A left turn was made with the gear and flaps extended. The left wing touched the ground and the aircraft cartwheeled. The engine failure was caused by a No. 5 cylinder fracture.","(41.494534, -90.487263)",41.494534,-90.487263,United States,United States,correct location
871,880,08/24/1946,1946,,"Cairo, Egypt",Misrair,,Avro Anson,Avro,SU-ADJ,1272,9.0,,,6,,,0.0,Crashed and caught fire.,"(30.079694, 31.323437)",30.079694,31.323437,Egypt,Egypt,correct location
872,881,08/31/1946,1946,,"Prince Rupert, British Columbia, Canada",Queen Charlotte Airlines,Stewart - Prince Rupert,Supermarine Stranraer (flying boat),Other,CF-BYL,,7.0,3.0,4.0,7,3.0,4.0,0.0,Crashed in Chatham Sound while preparing to land in heavy fog.,"(54.282568, -130.316374)",54.282568,-130.316374,Canada,Canada,correct location
873,882,09/03/1946,1946,17:00,"Holtug, Denmark",Air France,Copenhagen - Paris,Douglas DC-3 (C-53D-DO),Douglas,F-BADB,11714,22.0,17.0,5.0,22,17.0,5.0,0.0,"Shortly after takeoff, the aircraft crashed into a field 40 miles south of Copenhagen, exploding and bursting into flames. One of the engines had caught fire prior to the crash resulting from a fuel leak.","(55.34098, 12.40744)",55.34098,12.40744,Denmark,Denmark,correct location
874,883,09/04/1946,1946,09:15,"Le Bourget, France",Air France,Paris - Croydon,Douglas DC-3,Douglas,F-BAXD,42975,26.0,21.0,5.0,20,18.0,2.0,1.0,Lost altitude after losing an engine on takeoff  and crashed into a factory yard.,"(48.936278, 2.427371)",48.936278,2.427371,France,France,correct location
875,884,09/05/1946,1946,02:00,"Elko, Nevada",Trans-Luxury Airlines,New York City - San Francisco,Douglas DC-3 (C-47-A5-DL),Douglas,NC57850,9214,22.0,19.0,3.0,21,18.0,3.0,0.0,The aircraft lost contact with the ground in fog and crashed into a hillside while attempting to land at Elko Airport. A two-year-old boy was the only survivor. The pilot continued the approach after losing visual contact with the airport due to fog. Unfamiliarity of the pilot with the terrain. Insufficent fuel aboard to proceed to an alternate landing site.,"(40.832322, -115.770579)",40.832322,-115.770579,United States,United States,correct location
876,885,09/07/1946,1946,,"Bathurst, Gambia",British South American Airways,"Bathrust, - Argentina",Avro 685 York I,Avro,G-AHEW,1300,24.0,20.0,4.0,24,20.0,4.0,0.0,"The aircraft crashed shortly after takeoff after a loss of control by  the captain.  Loss of control by the captain for unknown reasons with mishandling of the controls the most likely explanation. The aircraft was named ""Star Leader.""","(-33.417961, 149.576458)",-33.417961,149.576458,Gambia,Australia,not correct location
877,886,09/07/1946,1946,,"Nome, Alaska",Mt. McKinley Airfreight,,Douglas C-47A,Douglas,,,4.0,2.0,2.0,4,2.0,2.0,0.0,The cargo plane went off course and struck a fog covered mountain as it circled to land.,"(59.294797, 9.072563)",59.294797,9.072563,United States,Norway,not correct location
878,887,09/15/1946,1946,,"Estevan, Saskatchewan, Canada",Military - Royal Canadian Air Force,,Douglas C-47A Dakota,Douglas,962,12544,21.0,,,21,,,0.0,The pilot lost control of the aircraft after attempting a go-around maneuver.,"(49.141529, -102.986682)",49.141529,-102.986682,Canada,Canada,correct location
879,888,09/17/1946,1946,01:17,"Brussels, Belgium",Sabena,Brussels - Croydon,Douglas C-47-DL,Douglas,OO-AUR,4549,7.0,4.0,3.0,1,0.0,1.0,0.0,During its climb the plane rolled and crashed into hangers. Loss of airspeed for undetermined reasons.,"(50.843183, 4.371755)",50.843183,4.371755,Belgium,Belgium,correct location
880,889,09/18/1946,1946,04:15,"Gander, Newfoundland",Sabena,Brussels - Shannon - Gander - New York City,Douglas DC-4-1009,Douglas,OO-CBG,42986,44.0,37.0,7.0,27,21.0,6.0,0.0,The aircraft crashed 24 mi SW of the runway at Gander. Improper approach procedures by the pilot in poor weather.,"(26.40239, 83.78567)",26.40239,83.78567,Newfoundland,India,not correct location
881,890,09/19/1946,1946,,"Tripoli, Libya",Military -Royal Air Force,"St. Mawan, England - Almaza, Egypt",Avro Lancaster,Avro,NX690,,25.0,19.0,6.0,25,19.0,6.0,0.0,Crashed after possibly being hit by lightning.,"(32.8925, 13.180012)",32.8925,13.180012,Libya,Libya,correct location
882,891,09/20/1946,1946,,"Lochi Mountain, China",China National Aviation Corporation,"Sichang - Kunming, Yunnan",Curtiss Wright C-46,Curtiss,,,28.0,25.0,3.0,28,25.0,3.0,0.0,"Crashed into a 15,000 ft. mountain shortly after taking off from Sichang.","(23.151792, 75.193463)",23.151792,75.193463,China,India,not correct location
883,892,09/25/1946,1946,09:31,Hong Kong International Airport,Military - Royal Air Force,Hong Kong - Singapore,Douglas C-47B-25-DK,Douglas,KN414,16091/32839,19.0,14.0,5.0,19,14.0,5.0,0.0,"The aircraft departed Hong Kong, Runway 31, climbing to a height of 700-800 feet. At that point the airplane lost control and crashed. The Dakota possibly stalled after encountering turbulence from the foothills.","(22.31546, 113.93372)",22.31546,113.93372,Hong Kong International Airport,China,not correct location
884,893,09/27/1946,1946,,"Milngavie, Stirlingshire, Scotland",Railway Air Service Ltd.,Islay - Glascow,de Havilland 89A Dragon Rapide,deHavilland,G-AFFF,,7.0,5.0,2.0,7,5.0,2.0,0.0,Crashed into a hill in low overcast weather. Navigation error.,"(55.94071, -4.32311)",55.94071,-4.32311,Scotland,United Kingdom,not correct location
885,894,09/27/1946,1946,17:30,"Rio Doce, Brazil",Panair do Brasil,Belo Horizonte  - Rio de Janerio,Douglas DC-3A-228D,Douglas,PP-PCH,4087,25.0,22.0,3.0,25,22.0,3.0,0.0,Crashed into a mountainside north of Rio de Janerio after being possibly struck by lightning.,"(-20.244411, -42.897344)",-20.244411,-42.897344,Brazil,Brazil,correct location
886,895,10/03/1946,1946,03:30,"Stephenville, Newfoundland",American Overseas Airlines,Gander - Shannon,Douglas C-54E-5-DO,Douglas,NC90904,27290,39.0,31.0,8.0,39,31.0,8.0,0.0,"Took off from Gander and flew in a straight line into a mountain ridge 71 miles from the airport. The aircraft was named ""Flagship New England.""  It can be concluded that the captain was not alert to the procedure necessary for a safe climb from the runway. The action of the pilot in maintaining the direction of take-off toward higher terrain over which adequate clearance could not be gained.","(48.55001, -58.5818)",48.55001,-58.5818,Newfoundland,Canada,not correct location
887,896,10/06/1946,1946,07:30,"Penang, Malaya",Military -Royal Air Force,,Avro 685 York 1,Avro,MW125,,21.0,15.0,6.0,21,15.0,6.0,0.0,Crashed in the Strait of Malacca while en route.,"(5.407652, 100.308282)",5.407652,100.308282,Malaya,Malaysia,not correct location
888,897,10/07/1946,1946,11:20,"Apeldoorn, The Netherlands",Military - Royal Netherlands Naval Air Service,,Fairey Firefly MK1,Other,PP526,,1.0,0.0,1.0,1,0.0,1.0,22.0,The pilot of the single engine fighter made an unauthorized flight to Apeldoorn and began flying low to attract attention. The aircraft lost altitude during a maneuver and crashed into a high school killing 22 on the ground.,"(52.207918, 5.958917)",52.207918,5.958917,The Netherlands,Netherlands,not correct location
889,898,10/08/1946,1946,04:33,"Cheyenne, Wyoming",United Air Lines,San Francisco - Cheyenne - Chicago,Douglas DC-4,Douglas,N30051,10471,41.0,37.0,4.0,2,2.0,0.0,0.0,"After two landing attempts, the pilot tried to land on a different runway.  The wing struck the ground and the plane skidded 800 ft.  A loss of altitude during a turn preparatory to a final approach while the pilot was manoeuvring in an attempt to land. The aircraft was named ""Mainliner Lake Michigan.""","(41.138437, -104.812406)",41.138437,-104.812406,United States,United States,correct location
890,899,10/10/1946,1946,20:00,"Sefrou, Morocco",Air Ocean,Paris - Casablanca,Junkers Ju-52/3m,Junkers,F-BCAA,AAC281,16.0,11.0,5.0,16,11.0,5.0,0.0,Crashed into a mountain while en route. Navigation error.,"(33.827819, -4.831472)",33.827819,-4.831472,Morocco,Morocco,correct location
891,900,10/17/1946,1946,00:57,"Laramie, Wyoming",National Air Transport Services,Oakland - Chicago,Douglas DC-3,Douglas,NC38942,12971,13.0,10.0,3.0,13,10.0,3.0,0.0,Crashed during a snowstorm into prairie lands while attempting to land at Laramie.  Weather conditions were deteriorating rapidly and worse than predicted. The action of the pilot in maneuvering the aircraft at a dangerously low altitude under extremely adverse weather conditions in an attempt to land.  A contributing factor was the negligence of the pilot in planning a flight into an area in which adverse weather conditions were forecast without making adequate provisions for a suitable alternate airport.,"(41.313704, -105.602581)",41.313704,-105.602581,United States,United States,correct location
892,901,10/17/1946,1946,,"Chitral, India",Military - Royal Air Force,,Douglas C-47B,Douglas,KN236,15659/27104,11.0,,,11,,,0.0,"Struck an 11,000 ft. mountain.","(35.84623, 71.7858)",35.84623,71.7858,India,Pakistan,not correct location
893,902,10/23/1946,1946,,"Gebel Kalamoun, Egypt",Socotra,Paris - Cairo,Junkers JU-52/3m,Junkers,F-BCHD,AAC311,24.0,22.0,2.0,1,1.0,0.0,0.0,The plane crashed into a hill after attempting to make a forced landing after running out of fuel.,"(53.075188, 8.806595)",53.075188,8.806595,Egypt,Germany,not correct location
894,903,11/01/1946,1946,,"St Leger-la-Montagne, France",CTA Languedoc Roussillon,Paris - Toulouse - Casablanca,AAC-1 Toucan,Other,F-BCAD,284,27.0,24.0,3.0,23,20.0,3.0,0.0,Crashed into mountains while en route. The pilot descended to lower altitiude to rid the plane of ice.,"(46.03333, 1.41667)",46.03333,1.41667,France,France,correct location
895,904,11/05/1946,1946,18:30,"Moscow, Russia",Aeroflot,"Riga, Latvia - Moscow",Douglas C-47,Douglas,SSSR-L946,,26.0,,,13,,,,Stalled after a overshoot  in heavy fog. Crew error.,"(55.741469, 37.615561)",55.741469,37.615561,Russia,Russia,correct location
896,905,11/11/1946,1946,03:30,"Cleveland, Ohio",United Air Lines,Chicago - Cleveland,Douglas DC-3 (C-53D-DO),Douglas,N19947,4873,20.0,17.0,3.0,2,0.0,2.0,0.0,Struck power lines and trees and crashed 500 feet short of the runway. The error of the pilot in establishing an approach toward an area not cleared for landing as a result of having mistaken the end markers of Runway 23 for those of Runway 31. A contributing factor was the failure of the pilot to abandon his attempt to land at Cleveland Airport when confronted with weather conditions below the minimums prescribed for that airport.,"(41.496551, -81.651327)",41.496551,-81.651327,United States,United States,correct location
897,906,11/13/1946,1946,03:41,"Lebec, California",Western Airlines,Palmdale - Burbank,Douglas C-53D-DO (DC-3),Douglas,NC18645,11662,11.0,8.0,3.0,11,8.0,3.0,0.0,"The aircraft crashed into White Mountain at an elevation of  6,000 feet, in rain and 70 mph winds after being blown off course while on a heading from Palmdale to Newhall. Possible downdraft. The action of the pilot in making an instrument letdown without previously establishing a positive radio fix. This action was aggravated by conditions of severe static, wind in excess of anticipated velocities, preoccupation with an unusual amount of radio conversation, and the inoperative Newhall radio range.","(34.837486, -118.887181)",34.837486,-118.887181,United States,United States,correct location
898,907,11/13/1946,1946,08:18,"Cofre de Perote, Mexico",Empressa Commun. A̩reas de Veracruz,Mexico City - Veracruz,Douglas DC-3,Douglas,XA-FOZ,,15.0,12.0,3.0,15,12.0,3.0,0.0,"Crashed into an 11,000 ft. mountain obscured by clouds.","(19.493804, -97.147785)",19.493804,-97.147785,Mexico,Mexico,correct location
899,908,11/14/1946,1946,20:15,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,London - Amsterdam,Douglas C-47A-90 DL (DC-3),Douglas,PH-TBW,20122,26.0,21.0,5.0,26,21.0,5.0,0.0,"The flight crashed during a third landing attempt in inclement weather. The pilot, not lined up with the runway, made a sharp left turn. The wing hit the ground and the aircraft exploded in flames.","(52.37243, 4.89973)",52.37243,4.89973,Netherlands,Netherlands,correct location
900,909,11/16/1946,1946,23:30,North Pacific Ocean,Military - U.S. Army Air Forces,Guam - Iwo Jima,Douglas C-47,Douglas,,,23.0,15.0,8.0,23,15.0,8.0,0.0,"Made a 360 degree turn and dove into the sea, 15 miles off Iwo Jima .","(38.309137, -101.328273)",38.309137,-101.328273,North Pacific Ocean,United States,not correct location
901,910,11/26/1946,1946,10:30,"San Jose, Costa Rica",Lineas A̩reas Costarricenses  LACSA,,Douglas DC-3 (C-47A-90-DL),Douglas,RX-76,20590,22.0,20.0,2.0,22,20.0,2.0,0.0,Struck Cedrel mountain while making an approach to San Jose.,"(37.354559, -121.883844)",37.354559,-121.883844,Costa Rica,United States,not correct location
902,911,11/30/1946,1946,,"El Palomar, Argentina",Fuerza A̩rea Argentina,,Vickers 620 Viking 1,Vickers,T-1,113,18.0,15.0,3.0,5,2.0,3.0,0.0,"Following engine failure, the captain lost control and crashed while trying to land.","(19.81822, -99.42064)",19.81822,-99.42064,Argentina,Mexico,not correct location
903,912,12/04/1946,1946,,"Meshed, Iran",Aeroflot,Meshed - Teheran,Lisunov Li-2,GAZ,,,24.0,,,24,,,0.0,Crashed shortly after takeoff from Meshed airport.,"(36.288116, 59.616304)",36.288116,59.616304,Iran,Iran,correct location
904,913,12/10/1946,1946,13:10,"Osaka, Japan",Military - U.S. Army Air Forces,,Curtiss-Wright C-46F-CU,Curtiss Wright,44-78604,22427,24.0,19.0,5.0,24,19.0,5.0,0.0,Crashed 3 miles southwest of Itami Air Base shortly after taking off.  Loss of engine power for reasons unknown.,"(34.691802, 135.50506)",34.691802,135.50506,Japan,Japan,correct location
905,914,12/10/1946,1946,,"Toledo, Washington",Military - U.S. Marine Corps,"Miramar NAS, California - Sand Point NB, Seattle",Curtiss-Wright R5C-1,Curtiss Wright,39528,,32.0,29.0,3.0,32,29.0,3.0,0.0,"The crew reported picking up ice before disappearing without a trace while en route. The last reported positon was 30 miles south of Toledo, Washington. Found 11 months later at Mt. Rainer.","(39.869757, -4.035481)",39.869757,-4.035481,United States,Spain,not correct location
906,915,12/14/1946,1946,,"Mt. Banahaur, Philippines",Far Eastern Air Transport,Grace Park AF - Lucena,Douglas DC-3 (C-47-B-1-DK),Douglas,PI-C-1,25436/13991,14.0,10.0,4.0,12,9.0,3.0,0.0,Crashed into tree tops on Mt. Banahaur. The pilot and 1 passenger survived.,"(33.91667, 35.66667)",33.91667,35.66667,Philippines,Lebanon,not correct location
907,916,12/17/1946,1946,,"Caribbean, Atlantic Ocean",Winged Cargo Inc.,"Kingston, Jamaca - San Jose",Douglas C-47A,Douglas,NC88876,9249,7.0,5.0,2.0,7,5.0,2.0,0.0,Disappeared en route. Never found.,"(45.049779, 7.677152)",45.049779,7.677152,Atlantic Ocean,Italy,not correct location
908,917,12/23/1946,1946,14:30,"Rio de Janeiro, Brazil",FAMA (Argentina),London - Buenos Aires.,Avro  685 York I,Avro,LV-XIG,1365,21.0,15.0,6.0,21,15.0,6.0,0.0,"Poor weather at the destination airport forced the crew to divert to Rio de Janeiro. While approaching to land the aircraft flew into a mountain, 14 miles from the airport.","(-22.935024, -43.518246)",-22.935024,-43.518246,Brazil,Brazil,correct location
909,918,12/24/1946,1946,19:19,"San Diego, California",Western Airlines,Holtville - San Diego,Douglas DC-3 ( C-53D-DO),Douglas,NC45395,42-68715,12.0,9.0,3.0,12,9.0,3.0,0.0,"Crashed east slope of Cuyapaipe Mountain at 6,120 ft. in San Diego County in poor weather conditions. The conduct of the flight at an altitude which would not clear obstructions, due to an error by the pilot in determining his position with respect to Laguna Mountain.","(32.72793, -117.15529)",32.72793,-117.15529,United States,United States,correct location
910,919,12/25/1946,1946,17:00,"Wusong, Jiangsu, China",CNAC,Chunking - Shanghi,Curtiss C-47,Curtiss,,,34.0,31.0,3.0,13,10.0,3.0,3.0,Crashed after a failed landing attempt at Kiangwan Airport in rain fog and overcast. The plan overshot the runway and crashed into a residential area.,"(30.925055, 117.809892)",30.925055,117.809892,China,China,correct location
911,920,12/25/1946,1946,17:00,"Shanghai, China",CNAC,Chunking - Shanghi,Douglas DC-3,Douglas,,,30.0,27.0,3.0,20,17.0,3.0,0.0,"While attempting to land in rain and fog, the aircraft ran out of fuel, stalled and crashed at Lunghwa field.","(31.246027, 121.483385)",31.246027,121.483385,China,China,correct location
912,921,12/25/1946,1946,17:45,"Shanghai, China",CATA,Chunking - Shanghai,Douglas C-47,Douglas,,,11.0,7.0,4.0,11,7.0,4.0,5.0,"In heavy fog, the aircraft struck the roof of a nearby building and cartwheeled into a neighborhood 1 mile from Lunghwa Airport killing some on the ground.","(31.246027, 121.483385)",31.246027,121.483385,China,China,correct location
913,922,12/28/1946,1946,,"Walshville, Illinois",Kansas City Southern Skyways,"Flint, MI - Washville, IL",Douglas C-47A,Douglas,NC58024,9378,2.0,0.0,2.0,2,0.0,2.0,0.0,The cargo plane crashed after both engines failed. Fuel exhaustion.,"(48.237233, -97.193609)",48.237233,-97.193609,United States,United States,correct location
914,923,12/28/1946,1946,02:09,"Shannon, Ireland",Trans Continental and Western Air,Paris - Shannon,Lockheed 049 Consellation,Lockheed,NC86505,2026,23.0,14.0,9.0,13,9.0,4.0,0.0,"Crashed 1 mile from the airport on an island situated on the Fergus River. Inaccurate altimeter reading caused by the reversal of the primary and static source lines which resulted in the pilot making his approach at too low an altitude. Also, restriction of vision from the cockpit because of fogging of an unheated windshield. The plane was named Cairo Skychief.","(52.710284, -8.870205)",52.710284,-8.870205,Ireland,Ireland,correct location
915,924,12/28/1946,1946,09:19,"Michigan City, Indiana",American Airlines,Buffalo - Chicago,Douglas DC-3 (C-50A-DO),Douglas,N15577,4805,21.0,18.0,3.0,2,0.0,2.0,0.0,Crashed after loosing power in both engines due to fuel starvation. The accumulation of carburetor ice following the loss of power in both engines as a result of fuel starvation. The reason for fuel starvation could not be determined.,"(41.709746, -86.890984)",41.709746,-86.890984,United States,United States,correct location
916,925,01/03/1947,1947,,"Sao Paulo, Brazil",Panair do Brasil,,Sikorsky S-43B (flying boat),Sikorsky,PP-PBN,4315,14.0,11.0,3.0,11,8.0,3.0,0.0,"Crashed into the Solimoes River, an extension of the Amazon river.","(-23.570533, -46.663713)",-23.570533,-46.663713,Brazil,Brazil,correct location
917,926,01/05/1947,1947,,"Tsingtao, China",China National Aviation Corporation,Shanghai - Tsingtao - Beijing,Curtis C-46,Curtiss,XT-T51,,43.0,38.0,5.0,43,38.0,5.0,0.0,Crashed into  a mountain while on approach in low overcast.,"(36.080251, 120.363522)",36.080251,120.363522,China,China,correct location
918,927,01/05/1947,1947,20:00,"Carmel, New Jersey",Nationwide Air Transport,Miami - Raleigh - Washington,Douglas DC-3,Douglas,N50046,34373,23.0,20.0,3.0,3,2.0,1.0,0.0,"The aircraft diverted from Washington to Millville because of heavy traffic in the Washington area.  Near fuel exhaustion forced the crew to carry out an emergency landing. While maneuvering to find a suitable location during heavy snow, the aircraft struck trees and crashed. Failure of the Weather Bureau  to anticipate below minimum conditions north and south of Washington. Failure of CAA to transmit the flight plan to Millville in sufficient time to alert that station to the arrival of the flight.","(39.97837, -86.11804)",39.97837,-86.11804,United States,United States,correct location
919,928,01/11/1947,1947,17:30,"Lympne, England",British Overseas Airways, London - Bordeaux  - Lagos,Douglas C-47A-1-DK,Douglas,G-AGJX,12014,16.0,11.0,5.0,8,4.0,4.0,0.0,Ran out of fuel and crashed after not being able to land at Bordeaux or Paris and attempting to land at Lympne.  Poor planning and operation by the crew. Poor weather conditions encountered throughout the flight. Crew unfamilar with route.,"(51.07773, 1.02808)",51.07773,1.02808,United Kingdom,United Kingdom,correct location
920,929,01/11/1947,1947,,"Laoag, China",Far Eastern Air Transport,Shanghai - Manila,Douglas DC-4 (C-54A-DO),Douglas,PI-C100,3106,42.0,37.0,5.0,7,7.0,0.0,0.0,The plane ditched into the Pacific Ocean 80 miles west of Laoaq after a fire broke out in the No. 2 engine.,"(18.209042, 120.574013)",18.209042,120.574013,China,Philippines,not correct location
921,930,01/12/1947,1947,01:38,"Galax, Virginia",Eastern Air Lines,"Akron, OH - Winston/Salem, NC",Douglas DC-3,Douglas,NC88872,3274,19.0,16.0,3.0,18,15.0,3.0,0.0,"The aircraft flew into the ground at an altitude of 2,500 ft., 63 miles northwest of Winston-Salem. The pilot took an unapproved route and let down without having positively determined the position of the aircraft.  A contributing factor was the erroneous navigation of the pilot which on at least two occasions led him to believe that he was farther south than he actually was.","(36.662985, -80.920064)",36.662985,-80.920064,United States,United States,correct location
922,931,01/14/1947,1947,09:00,"Puebla, Mexico",Military - Mexican Air Force,Puebla - Oaxaca,Lockheed C-60 Lodestar,Lockheed,60-03,182607,21.0,17.0,4.0,21,17.0,4.0,0.0,Crashed and burned moments after takeoff. Failure of the right engine.,"(19.051201, -98.212116)",19.051201,-98.212116,Mexico,Mexico,correct location
923,932,01/22/1947,1947,,"Puesto Araujo, Colombia",AVIANCA,Bogota - Barrancabermeja,Douglas DC-3 ( C-47-DO),Douglas,C-108,4829,17.0,13.0,4.0,17,13.0,4.0,0.0,Crashed in the jungles of the Magdalena river valley. Wreckage found a week later.,"(21.62448, -101.9654)",21.62448,-101.9654,Colombia,Mexico,not correct location
924,933,01/25/1947,1947,11:40,"Croydon, Surrey, England",Spencer Airways / Ceskoslovenske Aerolinie,Croydon - Rome - Salisbury,Douglas C-47 / Douglas DC-3,Douglas,VP-YFD/OK-WDB,19979 / 9503,23.0,18.0,5.0,12,11.0,1.0,0.0,"Just after becoming airborne, the plane never gained altitude, overran the runway and crashed into a Ceskoslovenske Dakota. Twelve killed on the Spencer Airways none on the Ceskoslovenske. Loss of control by the captain of the Spencer Airways plane, who, when attempting to take-off a heavily loaded aircraft in poor visibility allowed it to become airborne in a semi-stalled condition.","(51.373327, -0.092786)",51.373327,-0.092786,United Kingdom,United Kingdom,correct location
925,934,01/25/1947,1947,14:00,"Chongqing, China",China National Aviation Corporation,Canton - Chungking - Hong Kong,Douglas DC-3,Douglas,,,19.0,16.0,3.0,19,16.0,3.0,0.0,Crashed into mountains 120 miles south of Chunking.,"(29.565015, 106.548238)",29.565015,106.548238,China,China,correct location
926,935,01/25/1947,1947,,Hong Kong,Philippine Air Lines,,Douglas C-47A,Douglas,PI-C12,13508,4.0,0.0,4.0,4,0.0,4.0,0.0,The cargo plane struck Mt. Parker on approach.,"(22.381131, 114.135572)",22.381131,114.135572,Hong Kong,China,not correct location
